,Period,Team,Type,Scorer,Assist1,Assist2,Season Goal Number,Time in Game,Time in Period,Home Team,Date,Game Goal Number,Team Goal Number,Seconds,Winner,HomeGoal,AwayGoal,Impact,Season
862,1,VAN,PP,Nikolay Goldobin , Derrick Pouliot,,5,00:10:48,00:10:48,VAN,2018-03-17,1,1,648.0,SJS,1.0,0.0,Go-Ahead Goal,2018
863,1,SJS,PP,Kevin Labanc , Joe Pavelski,Logan Couture,11,00:14:58,00:14:58,VAN,2018-03-17,2,1,898.0,SJS,1.0,1.0,Tie,2018
864,1,SJS,,Logan Couture , Tomas Hertl,Mikkel Boedker,29,00:16:08,00:16:08,VAN,2018-03-17,3,2,968.0,SJS,1.0,2.0,Go-Ahead Goal,2018
865,2,SJS,,Brenden Dillon , Dylan DeMelo,Timo Meier,3,00:21:47,00:01:47,VAN,2018-03-17,4,3,1307.0,SJS,1.0,3.0,Insurance Goal,2018
866,2,VAN,PP,Bo Horvat , Sam Gagner,Alexander Edler,19,00:25:23,00:05:23,VAN,2018-03-17,5,2,1523.0,SJS,2.0,3.0,Go-Ahead Goal,2018
867,2,VAN,PP,Alexander Edler , Sam Gagner,Daniel Sedin,3,00:31:48,00:11:48,VAN,2018-03-17,6,3,1908.0,SJS,3.0,3.0,Tie,2018
868,3,SJS,,Timo Meier , Kevin Labanc,Justin Braun,19,00:46:07,00:06:07,VAN,2018-03-17,7,4,2767.0,SJS,3.0,4.0,Go-Ahead Goal,2018
869,3,SJS,EN,Tomas Hertl ,,,20,00:59:35,00:19:35,VAN,2018-03-17,8,5,3575.0,SJS,3.0,5.0,Insurance Goal,2018
870,1,SJS,,Eric Fehr , Paul Martin,Brent Burns,3,00:05:32,00:05:32,SJS,2018-03-20,1,1,332.0,SJS,1.0,0.0,Go-Ahead Goal,2018
871,1,NJD,,Taylor Hall , Drew Stafford,,32,00:11:19,00:11:19,SJS,2018-03-20,2,1,679.0,SJS,1.0,1.0,Tie,2018
872,1,SJS,PP,Joe Pavelski , Kevin Labanc,Brent Burns,19,00:12:25,00:12:25,SJS,2018-03-20,3,2,745.0,SJS,2.0,1.0,Go-Ahead Goal,2018
873,1,SJS,,Jannik Hansen , Dylan DeMelo,Barclay Goodrow,1,00:15:14,00:15:14,SJS,2018-03-20,4,3,914.0,SJS,3.0,1.0,Insurance Goal,2018
874,2,SJS,,Barclay Goodrow , Brenden Dillon,,7,00:30:38,00:10:38,SJS,2018-03-20,5,4,1838.0,SJS,4.0,1.0,Insurance Goal,2018
875,2,SJS,,Logan Couture , Brenden Dillon,,30,00:31:18,00:11:18,SJS,2018-03-20,6,5,1878.0,SJS,5.0,1.0,Insurance Goal,2018
876,2,SJS,PP,Mikkel Boedker , Brent Burns,Chris Tierney,14,00:38:20,00:18:20,SJS,2018-03-20,7,6,2300.0,SJS,6.0,1.0,Insurance Goal,2018
877,3,NJD,,Blake Coleman , Pat Maroon,Drew Stafford,10,00:58:24,00:18:24,SJS,2018-03-20,8,2,3504.0,SJS,6.0,2.0,Lead Shrink,2018
878,1,VEG,,Tomas Tatar , Jon Marchessault,Shea Theodore,19,00:03:47,00:03:47,SJS,2018-03-22,1,1,227.0,SJS,0.0,1.0,Go-Ahead Goal,2018
879,2,SJS,,Brent Burns , Paul Martin,Jannik Hansen,11,00:23:27,00:03:27,SJS,2018-03-22,2,1,1407.0,SJS,1.0,1.0,Tie,2018
880,OT1,SJS,,Logan Couture , Marc-Edouard Vlasic,Tomas Hertl,31,01:00:39,00:00:39,SJS,2018-03-22,3,2,3639.0,SJS,2.0,1.0,Go-Ahead Goal,2018
887,1,SJS,,Marcus Sorensen , Jannik Hansen,,5,00:09:15,00:09:15,CHI,2018-03-26,1,1,555.0,Shootout,0.0,1.0,Go-Ahead Goal,2018
888,1,CHI,,Alex DeBrincat , Vinnie Hinostroza,Brandon Saad,26,00:15:32,00:15:32,CHI,2018-03-26,2,1,932.0,Shootout,1.0,1.0,Tie,2018
889,1,CHI,,Connor Murphy ,,,2,00:16:50,00:16:50,CHI,2018-03-26,3,2,1010.0,Shootout,2.0,1.0,Go-Ahead Goal,2018
890,2,SJS,,Evander Kane , Mikkel Boedker,,28,00:36:39,00:16:39,CHI,2018-03-26,4,2,2199.0,Shootout,2.0,2.0,Tie,2018
891,3,SJS,,Tomas Hertl , Barclay Goodrow,,21,00:55:41,00:15:41,CHI,2018-03-26,5,3,3341.0,Shootout,2.0,3.0,Go-Ahead Goal,2018
892,3,CHI,,Patrick Sharp , Alex DeBrincat,Erik Gustafsson,10,00:57:38,00:17:38,CHI,2018-03-26,6,3,3458.0,Shootout,3.0,3.0,Tie,2018
893,1,SJS,,Evander Kane , Melker Karlsson,Brent Burns,29,00:06:26,00:06:26,STL,2018-03-27,1,1,386.0,STL,0.0,1.0,Go-Ahead Goal,2018
894,1,STL,,Oskar Sundqvist , Colton Parayko,Vince Dunn,1,00:17:43,00:17:43,STL,2018-03-27,2,1,1063.0,STL,1.0,1.0,Tie,2018
895,2,SJS,PP,Joe Pavelski , Brent Burns,,20,00:27:07,00:07:07,STL,2018-03-27,3,2,1627.0,STL,1.0,2.0,Go-Ahead Goal,2018
896,2,STL,PP,Vladimir Tarasenko , Brayden Schenn,Alex Pietrangelo,30,00:32:03,00:12:03,STL,2018-03-27,4,2,1923.0,STL,2.0,2.0,Tie,2018
897,1,STL,,Vladimir Tarasenko , Vladimir Sobotka,,31,00:02:33,00:02:33,STL,2018-03-27,5,3,153.0,STL,3.0,2.0,Go-Ahead Goal,2018
898,1,NSH,,Kyle Turris , P.K. Subban,Craig Smith,15,00:05:26,00:05:26,NSH,2018-03-29,1,1,326.0,NSH,1.0,0.0,Go-Ahead Goal,2018
899,1,SJS,,Logan Couture , Brent Burns,Mikkel Boedker,32,00:06:55,00:06:55,NSH,2018-03-29,2,1,415.0,NSH,1.0,1.0,Tie,2018
900,1,NSH,,Viktor Arvidsson , Filip Forsberg,Ryan Johansen,29,00:10:14,00:10:14,NSH,2018-03-29,3,2,614.0,NSH,2.0,1.0,Go-Ahead Goal,2018
901,1,SJS,,Brenden Dillon , Jannik Hansen,,5,00:12:05,00:12:05,NSH,2018-03-29,4,2,725.0,NSH,2.0,2.0,Tie,2018
902,2,NSH,,Craig Smith , Kevin Fiala,Ryan Ellis,22,00:30:38,00:10:38,NSH,2018-03-29,5,3,1838.0,NSH,3.0,2.0,Go-Ahead Goal,2018
903,3,SJS,,Mikkel Boedker , Chris Tierney,Timo Meier,15,00:45:54,00:05:54,NSH,2018-03-29,6,3,2754.0,NSH,3.0,3.0,Tie,2018
904,3,NSH,,Ryan Ellis , Filip Forsberg,Viktor Arvidsson,9,00:50:06,00:10:06,NSH,2018-03-29,7,4,3006.0,NSH,4.0,3.0,Go-Ahead Goal,2018
905,3,NSH,EN,Nick Bonino , Filip Forsberg,,11,00:59:43,00:19:43,NSH,2018-03-29,8,5,3583.0,NSH,5.0,3.0,Insurance Goal,2018
906,1,VEG,,Shea Theodore , William Karlsson,Deryk Engelland,6,00:02:21,00:02:21,VEG,2018-03-31,1,1,141.0,VEG,1.0,0.0,Go-Ahead Goal,2018
907,1,SJS,,Joe Pavelski , Timo Meier,Joonas Donskoi,21,00:07:14,00:07:14,VEG,2018-03-31,2,1,434.0,VEG,1.0,1.0,Tie,2018
908,2,VEG,,Oscar Lindberg , Shea Theodore,,8,00:23:03,00:03:03,VEG,2018-03-31,3,2,1383.0,VEG,2.0,1.0,Go-Ahead Goal,2018
909,2,SJS,,Marc-Edouard Vlasic , Joe Pavelski,Justin Braun,11,00:29:50,00:09:50,VEG,2018-03-31,4,2,1790.0,VEG,2.0,2.0,Tie,2018
910,3,VEG,SH,William Karlsson ,,,42,00:48:35,00:08:35,VEG,2018-03-31,5,3,2915.0,VEG,3.0,2.0,Go-Ahead Goal,2018
911,1,SJS,PP,Logan Couture , Brent Burns,Tomas Hertl,33,00:09:21,00:09:21,SJS,2018-04-03,1,1,561.0,DAL,1.0,0.0,Go-Ahead Goal,2018
912,1,SJS,,Timo Meier , Brent Burns,Joe Pavelski,20,00:15:16,00:15:16,SJS,2018-04-03,2,2,916.0,DAL,2.0,0.0,Insurance Goal,2018
913,2,DAL,,Jamie Benn , John Klingberg,Tyler Seguin,30,00:39:29,00:19:29,SJS,2018-04-03,3,1,2369.0,DAL,2.0,1.0,Go-Ahead Goal,2018
914,3,DAL,,Gemel Smith , Devin Shore,,6,00:54:43,00:14:43,SJS,2018-04-03,4,2,3283.0,DAL,2.0,2.0,Tie,2018
915,3,DAL,,Jamie Benn ,,,31,00:56:54,00:16:54,SJS,2018-04-03,5,3,3414.0,DAL,2.0,3.0,Go-Ahead Goal,2018
916,3,DAL,EN,Jamie Benn ,,,32,00:59:36,00:19:36,SJS,2018-04-03,6,4,3576.0,DAL,2.0,4.0,Insurance Goal,2018
917,1,SJS,,Justin Braun , Logan Couture,Mikkel Boedker,5,00:02:58,00:02:58,SJS,2018-04-05,1,1,178.0,SJS,1.0,0.0,Go-Ahead Goal,2018
918,3,COL,PP,Mikko Rantanen , Nathan MacKinnon,Tyson Barrie,29,00:44:43,00:04:43,SJS,2018-04-05,2,1,2683.0,SJS,1.0,1.0,Tie,2018
919,3,SJS,PP,Logan Couture , Kevin Labanc,Joe Pavelski,34,00:46:00,00:06:00,SJS,2018-04-05,3,2,2760.0,SJS,2.0,1.0,Go-Ahead Goal,2018
920,3,SJS,,Joonas Donskoi , Dylan DeMelo,Brenden Dillon,14,00:50:14,00:10:14,SJS,2018-04-05,4,3,3014.0,SJS,3.0,1.0,Insurance Goal,2018
921,3,COL,,Blake Comeau , David Warsofsky,Matthew Nieto,13,00:53:06,00:13:06,SJS,2018-04-05,5,2,3186.0,SJS,3.0,2.0,Go-Ahead Goal,2018
922,3,SJS,EN,Tomas Hertl ,,,22,00:59:58,00:19:58,SJS,2018-04-05,6,4,3598.0,SJS,4.0,2.0,Insurance Goal,2018
923,1,MIN,,Jonas Brodin , Charlie Coyle,Tyler Ennis,6,00:10:53,00:10:53,SJS,2018-04-07,1,1,653.0,MIN,0.0,1.0,Go-Ahead Goal,2018
924,1,MIN,,Matt Cullen , Tyler Ennis,,11,00:14:52,00:14:52,SJS,2018-04-07,2,2,892.0,MIN,0.0,2.0,Insurance Goal,2018
925,1,SJS,,Brent Burns , Marcus Sorensen,Joel Ward,12,00:15:28,00:15:28,SJS,2018-04-07,3,1,928.0,MIN,1.0,2.0,Go-Ahead Goal,2018
926,1,SJS,,Joe Pavelski , Mikkel Boedker,,22,00:16:32,00:16:32,SJS,2018-04-07,4,2,992.0,MIN,2.0,2.0,Tie,2018
927,2,MIN,,Mikael Granlund , Jordan Greenway,Nick Seeler,21,00:31:19,00:11:19,SJS,2018-04-07,5,3,1879.0,MIN,2.0,3.0,Go-Ahead Goal,2018
928,2,MIN,,Jason Zucker , Nino Niederreiter,Mathew Dumba,32,00:31:47,00:11:47,SJS,2018-04-07,6,4,1907.0,MIN,2.0,4.0,Insurance Goal,2018
929,2,MIN,,Jason Zucker , Nino Niederreiter,,33,00:35:25,00:15:25,SJS,2018-04-07,7,5,2125.0,MIN,2.0,5.0,Insurance Goal,2018
930,3,SJS,,Timo Meier , Dylan DeMelo,Brent Burns,21,00:58:50,00:18:50,SJS,2018-04-07,8,3,3530.0,MIN,3.0,5.0,Lead Shrink,2018
931,3,MIN,EN,Eric Staal ,,,42,00:59:34,00:19:34,SJS,2018-04-07,9,6,3574.0,MIN,3.0,6.0,Insurance Goal,2018
932,2,DAL,PP,Tyler Seguin , Devin Shore,John Klingberg,1,00:37:01,00:17:01,DAL,2017-10-06,1,1,2221.0,VEG,1.0,0.0,Go-Ahead Goal,2018
933,3,VEG,,James Neal , Nate Schmidt,Luca Sbisa,1,00:50:27,00:10:27,DAL,2017-10-06,2,1,3027.0,VEG,1.0,1.0,Tie,2018
934,3,VEG,,James Neal , Cody Eakin,Jason Garrison,2,00:57:16,00:17:16,DAL,2017-10-06,3,2,3436.0,VEG,1.0,2.0,Go-Ahead Goal,2018
935,1,ARI,,Tobias Rieder , Jordan Martinook,Luke Schenn,1,00:05:52,00:05:52,ARI,2017-10-07,1,1,352.0,VEG,1.0,0.0,Go-Ahead Goal,2018
936,3,VEG,,Nate Schmidt ,,,1,00:58:48,00:18:48,ARI,2017-10-07,2,1,3528.0,VEG,1.0,1.0,Tie,2018
937,OT1,VEG,,James Neal , David Perron,Nate Schmidt,3,01:03:46,00:03:46,ARI,2017-10-07,3,2,3826.0,VEG,1.0,2.0,Go-Ahead Goal,2018
938,1,VEG,,Tomas Nosek , Pierre-Edouard Bellemare,Luca Sbisa,1,00:02:31,00:02:31,VEG,2017-10-10,1,1,151.0,VEG,1.0,0.0,Go-Ahead Goal,2018
939,1,VEG,,Deryk Engelland , Brendan Leipsic,,1,00:04:18,00:04:18,VEG,2017-10-10,2,2,258.0,VEG,2.0,0.0,Insurance Goal,2018
940,1,VEG,,James Neal , Brayden McNabb,David Perron,4,00:06:15,00:06:15,VEG,2017-10-10,3,3,375.0,VEG,3.0,0.0,Insurance Goal,2018
941,1,VEG,PP,James Neal , Reilly Smith,Erik Haula,5,00:10:42,00:10:42,VEG,2017-10-10,4,4,642.0,VEG,4.0,0.0,Insurance Goal,2018
942,1,ARI,,Tobias Rieder , Niklas Hjalmarsson,,2,00:12:37,00:12:37,VEG,2017-10-10,5,1,757.0,VEG,4.0,1.0,Lead Shrink,2018
943,2,VEG,,Oscar Lindberg , Brendan Leipsic,,1,00:37:22,00:17:22,VEG,2017-10-10,6,5,2242.0,VEG,5.0,1.0,Insurance Goal,2018
944,3,ARI,,Kevin Connauton , Derek Stepan,Clayton Keller,1,00:54:14,00:14:14,VEG,2017-10-10,7,2,3254.0,VEG,5.0,2.0,Lead Shrink,2018
945,1,DET,,Gustav Nyquist , Henrik Zetterberg,Trevor Daley,1,00:01:38,00:01:38,VEG,2017-10-13,1,1,98.0,DET,0.0,1.0,Go-Ahead Goal,2018
946,2,VEG,,Jon Marchessault , Reilly Smith,,1,00:28:12,00:08:12,VEG,2017-10-13,2,1,1692.0,DET,1.0,1.0,Tie,2018
947,2,DET,,Henrik Zetterberg , Darren Helm,Nick Jensen,3,00:34:46,00:14:46,VEG,2017-10-13,3,2,2086.0,DET,1.0,2.0,Go-Ahead Goal,2018
948,2,VEG,,James Neal , David Perron,Cody Eakin,6,00:35:18,00:15:18,VEG,2017-10-13,4,2,2118.0,DET,2.0,2.0,Tie,2018
949,2,VEG,,Erik Haula , Luca Sbisa,Brendan Leipsic,1,00:36:45,00:16:45,VEG,2017-10-13,5,3,2205.0,DET,3.0,2.0,Go-Ahead Goal,2018
950,3,DET,,Anthony Mantha , Henrik Zetterberg,Gustav Nyquist,3,00:44:42,00:04:42,VEG,2017-10-13,6,3,2682.0,DET,3.0,3.0,Tie,2018
951,3,DET,,Frans Nielsen , Henrik Zetterberg,Anthony Mantha,2,00:47:03,00:07:03,VEG,2017-10-13,7,4,2823.0,DET,3.0,4.0,Go-Ahead Goal,2018
952,3,DET,,Gustav Nyquist , Anthony Mantha,,2,00:50:49,00:10:49,VEG,2017-10-13,8,5,3049.0,DET,3.0,5.0,Insurance Goal,2018
953,3,DET,,Luke Glendening , Justin Abdelkader,Dylan Larkin,2,00:54:56,00:14:56,VEG,2017-10-13,9,6,3296.0,DET,3.0,6.0,Insurance Goal,2018
954,2,VEG,,Alex Tuch ,,,1,00:34:38,00:14:38,VEG,2017-10-15,1,1,2078.0,VEG,1.0,0.0,Go-Ahead Goal,2018
955,2,VEG,,Vadim Shipachyov , Alex Tuch,Deryk Engelland,1,00:37:46,00:17:46,VEG,2017-10-15,2,2,2266.0,VEG,2.0,0.0,Insurance Goal,2018
956,3,BOS,,David Pastrnak , Brad Marchand,Charlie McAvoy,3,00:59:30,00:19:30,VEG,2017-10-15,3,1,3570.0,VEG,2.0,1.0,Go-Ahead Goal,2018
957,3,VEG,EN,Oscar Lindberg , William Karlsson,,2,00:59:46,00:19:46,VEG,2017-10-15,4,3,3586.0,VEG,3.0,1.0,Insurance Goal,2018
958,1,BUF,PP,Ryan O'Reilly , Nathan Beaulieu,Evander Kane,1,00:06:24,00:06:24,VEG,2017-10-17,1,1,384.0,VEG,0.0,1.0,Go-Ahead Goal,2018
959,1,VEG,,Oscar Lindberg , Reilly Smith,William Karlsson,3,00:14:15,00:14:15,VEG,2017-10-17,2,1,855.0,VEG,1.0,1.0,Tie,2018
960,2,VEG,,Alex Tuch , Deryk Engelland,Brendan Leipsic,2,00:26:40,00:06:40,VEG,2017-10-17,3,2,1600.0,VEG,2.0,1.0,Go-Ahead Goal,2018
961,2,VEG,PP,Reilly Smith , Brad Hunt,Colin Miller,1,00:38:37,00:18:37,VEG,2017-10-17,4,3,2317.0,VEG,3.0,1.0,Insurance Goal,2018
962,3,VEG,,David Perron , James Neal,Cody Eakin,1,00:43:50,00:03:50,VEG,2017-10-17,5,4,2630.0,VEG,4.0,1.0,Insurance Goal,2018
963,3,BUF,PP,Ryan O'Reilly , Evander Kane,Jack Eichel,2,00:50:00,00:10:00,VEG,2017-10-17,6,2,3000.0,VEG,4.0,2.0,Lead Shrink,2018
964,3,BUF,PP,Sam Reinhart , Rasmus Ristolainen,Jason Pominville,2,00:58:02,00:18:02,VEG,2017-10-17,7,3,3482.0,VEG,4.0,3.0,Go-Ahead Goal,2018
965,3,BUF,,Evander Kane , Jack Eichel,Jason Pominville,5,00:59:51,00:19:51,VEG,2017-10-17,8,4,3591.0,VEG,4.0,4.0,Tie,2018
966,1,VEG,,David Perron , Luca Sbisa,James Neal,2,00:03:52,00:03:52,VEG,2017-10-17,9,5,232.0,VEG,5.0,4.0,Go-Ahead Goal,2018
967,1,STL,,Magnus Paajarvi , Oskar Sundqvist,Kyle Brodziak,1,00:12:51,00:12:51,VEG,2017-10-21,1,1,771.0,VEG,0.0,1.0,Go-Ahead Goal,2018
968,2,VEG,PP,Reilly Smith , Colin Miller,William Karlsson,2,00:33:54,00:13:54,VEG,2017-10-21,2,1,2034.0,VEG,1.0,1.0,Tie,2018
969,2,VEG,PP,Colin Miller , Brad Hunt,Reilly Smith,1,00:37:27,00:17:27,VEG,2017-10-21,3,2,2247.0,VEG,2.0,1.0,Go-Ahead Goal,2018
970,3,STL,,Alex Pietrangelo , Jaden Schwartz,Brayden Schenn,3,00:54:52,00:14:52,VEG,2017-10-21,4,2,3292.0,VEG,2.0,2.0,Tie,2018
971,1,VEG,,William Karlsson , Reilly Smith,Brad Hunt,1,00:04:36,00:04:36,VEG,2017-10-21,5,3,276.0,VEG,3.0,2.0,Go-Ahead Goal,2018
972,1,CHI,SH,John Hayden ,,,1,00:03:33,00:03:33,VEG,2017-10-24,1,1,213.0,VEG,0.0,1.0,Go-Ahead Goal,2018
973,1,VEG,PP,William Karlsson , Colin Miller,Brad Hunt,2,00:03:59,00:03:59,VEG,2017-10-24,2,1,239.0,VEG,1.0,1.0,Tie,2018
974,1,VEG,,Tomas Nosek , Deryk Engelland,Brayden McNabb,2,00:05:46,00:05:46,VEG,2017-10-24,3,2,346.0,VEG,2.0,1.0,Go-Ahead Goal,2018
975,2,VEG,,Pierre-Edouard Bellemare , Tomas Nosek,William Carrier,1,00:38:14,00:18:14,VEG,2017-10-24,4,3,2294.0,VEG,3.0,1.0,Insurance Goal,2018
976,3,VEG,,Jon Marchessault , Nate Schmidt,Luca Sbisa,2,00:50:20,00:10:20,VEG,2017-10-24,5,4,3020.0,VEG,4.0,1.0,Insurance Goal,2018
977,3,CHI,,Patrick Kane , Brandon Saad,Jordan Oesterle,5,00:58:55,00:18:55,VEG,2017-10-24,6,2,3535.0,VEG,4.0,2.0,Lead Shrink,2018
978,2,VEG,,David Perron ,,,3,00:28:50,00:08:50,VEG,2017-10-27,1,1,1730.0,VEG,1.0,0.0,Go-Ahead Goal,2018
979,2,VEG,,Oscar Lindberg ,,,4,00:32:19,00:12:19,VEG,2017-10-27,2,2,1939.0,VEG,2.0,0.0,Insurance Goal,2018
980,2,VEG,,Cody Eakin , James Neal,David Perron,1,00:35:33,00:15:33,VEG,2017-10-27,3,3,2133.0,VEG,3.0,0.0,Insurance Goal,2018
981,2,VEG,,James Neal , Colin Miller,Cody Eakin,7,00:38:16,00:18:16,VEG,2017-10-27,4,4,2296.0,VEG,4.0,0.0,Insurance Goal,2018
982,3,VEG,,Jon Marchessault , Luca Sbisa,Nate Schmidt,3,00:45:26,00:05:26,VEG,2017-10-27,5,5,2726.0,VEG,5.0,0.0,Insurance Goal,2018
983,3,VEG,PP,Erik Haula , Jon Marchessault,Nate Schmidt,2,00:47:29,00:07:29,VEG,2017-10-27,6,6,2849.0,VEG,6.0,0.0,Insurance Goal,2018
984,3,VEG,,William Carrier , Brad Hunt,,1,00:53:31,00:13:31,VEG,2017-10-27,7,7,3211.0,VEG,7.0,0.0,Insurance Goal,2018
985,1,VEG,SH,William Karlsson , Cody Eakin,,3,00:09:31,00:09:31,NYI,2017-10-30,1,1,571.0,NYI,0.0,1.0,Go-Ahead Goal,2018
986,1,NYI,,Andrew Ladd , Nick Leddy,Johnny Boychuk,3,00:13:50,00:13:50,NYI,2017-10-30,2,1,830.0,NYI,1.0,1.0,Tie,2018
987,1,VEG,PP,Alex Tuch , Colin Miller,Brad Hunt,3,00:15:46,00:15:46,NYI,2017-10-30,3,2,946.0,NYI,1.0,2.0,Go-Ahead Goal,2018
988,2,NYI,PP,John Tavares , Nick Leddy,Josh Bailey,10,00:34:50,00:14:50,NYI,2017-10-30,4,2,2090.0,NYI,2.0,2.0,Tie,2018
989,2,NYI,PP,Mathew Barzal , Anders Lee,Josh Bailey,3,00:37:44,00:17:44,NYI,2017-10-30,5,3,2264.0,NYI,3.0,2.0,Go-Ahead Goal,2018
990,3,NYI,,Cal Clutterbuck , Dennis Seidenberg,Nikolai Kulemin,2,00:44:44,00:04:44,NYI,2017-10-30,6,4,2684.0,NYI,4.0,2.0,Insurance Goal,2018
991,3,NYI,,Nikolai Kulemin , Dennis Seidenberg,,1,00:48:26,00:08:26,NYI,2017-10-30,7,5,2906.0,NYI,5.0,2.0,Insurance Goal,2018
992,3,NYI,,John Tavares , Josh Bailey,Anders Lee,11,00:52:38,00:12:38,NYI,2017-10-30,8,6,3158.0,NYI,6.0,2.0,Insurance Goal,2018
993,3,VEG,PP,Colin Miller , Brad Hunt,Alex Tuch,2,00:54:41,00:14:41,NYI,2017-10-30,9,3,3281.0,NYI,6.0,3.0,Lead Shrink,2018
994,1,NYR,,Jimmy Vesey , David Desharnais,Ryan McDonagh,2,00:02:45,00:02:45,NYR,2017-10-31,1,1,165.0,NYR,1.0,0.0,Go-Ahead Goal,2018
995,1,VEG,,Oscar Lindberg , Alex Tuch,Deryk Engelland,5,00:05:22,00:05:22,NYR,2017-10-31,2,1,322.0,NYR,1.0,1.0,Tie,2018
996,1,VEG,,Reilly Smith , Jon Marchessault,Colin Miller,3,00:19:21,00:19:21,NYR,2017-10-31,3,2,1161.0,NYR,1.0,2.0,Go-Ahead Goal,2018
997,2,NYR,,Mats Zuccarello , Rick Nash,Kevin Hayes,3,00:21:29,00:01:29,NYR,2017-10-31,4,2,1289.0,NYR,2.0,2.0,Tie,2018
998,2,VEG,,Reilly Smith , Jon Marchessault,William Karlsson,4,00:27:06,00:07:06,NYR,2017-10-31,5,3,1626.0,NYR,2.0,3.0,Go-Ahead Goal,2018
999,2,VEG,,David Perron ,,,4,00:38:59,00:18:59,NYR,2017-10-31,6,4,2339.0,NYR,2.0,4.0,Insurance Goal,2018
1000,3,NYR,PP,Chris Kreider , Mika Zibanejad,Mats Zuccarello,3,00:45:31,00:05:31,NYR,2017-10-31,7,3,2731.0,NYR,3.0,4.0,Go-Ahead Goal,2018
1001,3,NYR,,Pavel Buchnevich , Mika Zibanejad,,5,00:49:26,00:09:26,NYR,2017-10-31,8,4,2966.0,NYR,4.0,4.0,Tie,2018
1002,3,NYR,PP,Mika Zibanejad , Kevin Shattenkirk,Pavel Buchnevich,8,00:54:11,00:14:11,NYR,2017-10-31,9,5,3251.0,NYR,5.0,4.0,Go-Ahead Goal,2018
1003,3,NYR,EN,Michael Grabner , Jesper Fast,,4,00:58:46,00:18:46,NYR,2017-10-31,10,6,3526.0,NYR,6.0,4.0,Insurance Goal,2018
1004,2,BOS,,Riley Nash , Austin Czarnik,Torey Krug,1,00:23:24,00:03:24,BOS,2017-11-02,1,1,1404.0,BOS,1.0,0.0,Go-Ahead Goal,2018
1005,2,VEG,,Cody Eakin , Nate Schmidt,,2,00:29:34,00:09:34,BOS,2017-11-02,2,1,1774.0,BOS,1.0,1.0,Tie,2018
1006,3,BOS,,Sean Kuraly , Jake Debrusk,Torey Krug,1,00:49:53,00:09:53,BOS,2017-11-02,3,2,2993.0,BOS,2.0,1.0,Go-Ahead Goal,2018
1007,1,VEG,PP,Alex Tuch , William Karlsson,,4,00:04:25,00:04:25,OTT,2017-11-04,1,1,265.0,VEG,0.0,1.0,Go-Ahead Goal,2018
1008,2,OTT,,Mark Stone , Mike Hoffman,Dion Phaneuf,9,00:20:21,00:00:21,OTT,2017-11-04,2,1,1221.0,VEG,1.0,1.0,Tie,2018
1009,2,VEG,,Erik Haula , Jon Marchessault,David Perron,3,00:24:17,00:04:17,OTT,2017-11-04,3,2,1457.0,VEG,1.0,2.0,Go-Ahead Goal,2018
1010,2,OTT,,Alexandre Burrows , Tom Pyatt,Chris Wideman,3,00:27:12,00:07:12,OTT,2017-11-04,4,2,1632.0,VEG,2.0,2.0,Tie,2018
1011,2,VEG,PP,Jon Marchessault , Nate Schmidt,Erik Haula,4,00:32:39,00:12:39,OTT,2017-11-04,5,3,1959.0,VEG,2.0,3.0,Go-Ahead Goal,2018
1012,3,VEG,,William Karlsson , Jon Marchessault,Reilly Smith,4,00:43:29,00:03:29,OTT,2017-11-04,6,4,2609.0,VEG,2.0,4.0,Insurance Goal,2018
1013,3,VEG,PP,Erik Haula , David Perron,James Neal,4,00:46:47,00:06:47,OTT,2017-11-04,7,5,2807.0,VEG,2.0,5.0,Insurance Goal,2018
1014,3,OTT,,Ryan Dzingel , Derick Brassard,Mark Stone,5,00:47:52,00:07:52,OTT,2017-11-04,8,3,2872.0,VEG,3.0,5.0,Lead Shrink,2018
1015,3,OTT,,Erik Karlsson , Derick Brassard,Kyle Turris,1,00:59:26,00:19:26,OTT,2017-11-04,9,4,3566.0,VEG,4.0,5.0,Go-Ahead Goal,2018
1016,1,TOR,PP,Nazem Kadri , Morgan Rielly,Mitch Marner,7,00:04:14,00:04:14,TOR,2017-11-06,1,1,254.0,Shootout,1.0,0.0,Go-Ahead Goal,2018
1017,1,VEG,,James Neal , Erik Haula,David Perron,8,00:04:52,00:04:52,TOR,2017-11-06,2,1,292.0,Shootout,1.0,1.0,Tie,2018
1018,1,TOR,,James van Riemsdyk , Auston Matthews,William Nylander,6,00:09:31,00:09:31,TOR,2017-11-06,3,2,571.0,Shootout,2.0,1.0,Go-Ahead Goal,2018
1019,1,TOR,,Nazem Kadri , Patrick Marleau,,8,00:15:03,00:15:03,TOR,2017-11-06,4,3,903.0,Shootout,3.0,1.0,Insurance Goal,2018
1020,2,VEG,PP,Reilly Smith , Colin Miller,William Karlsson,5,00:38:50,00:18:50,TOR,2017-11-06,5,2,2330.0,Shootout,3.0,2.0,Go-Ahead Goal,2018
1021,3,VEG,,Deryk Engelland , Shea Theodore,,2,00:46:16,00:06:16,TOR,2017-11-06,6,3,2776.0,Shootout,3.0,3.0,Tie,2018
1022,1,MTL,,Brendan Gallagher , Tomas Plekanec,Jordie Benn,7,00:08:24,00:08:24,MTL,2017-11-07,1,1,504.0,MTL,1.0,0.0,Go-Ahead Goal,2018
